id,session_id,face_id,timestamp,bbox_x,bbox_y,bbox_width,bbox_height,eye_contact,alertness,is_smiling,is_laughing,head_pose_pitch,head_pose_yaw,head_pose_roll
57,10,9,1680004.262154166,,,,,1,0.4,0,0,12.75,-5.2734375,0.0
58,10,11,1680004.262154166,,,,,1,0.4,0,0,15.333333333333332,-17.3671875,0.0
59,10,9,1680009.269732916,,,,,1,0.4,0,0,12.833333333333332,-5.484375,0.0
60,10,11,1680009.269732916,,,,,0,0.4,0,0,14.083333333333334,-21.1640625,0.0
61,10,9,1680014.266199375,,,,,1,0.4,0,0,13.083333333333334,-5.2734375,0.0
62,10,11,1680014.266199375,,,,,0,0.4,0,0,15.333333333333332,-21.0234375,0.0
63,10,9,1680019.368207791,,,,,1,0.4,0,0,13.166666666666666,-5.0625,0.0
64,10,11,1680019.368207791,,,,,0,0.4,0,0,15.500000000000002,-21.4453125,0.0
65,10,9,1680024.376556083,,,,,1,0.4,0,0,13.25,-5.203125,0.0
66,10,11,1680024.376556083,,,,,0,0.6,0,0,15.083333333333332,-21.234375,0.0
67,10,9,1680029.414052208,,,,,1,0.4,0,0,13.583333333333334,-5.203125,0.0
68,10,11,1680029.414052208,,,,,0,0.4,0,0,15.25,-21.3046875,0.0
69,10,9,1680034.548245875,,,,,1,0.4,0,0,14.083333333333334,-5.203125,0.0
70,10,11,1680034.548245875,,,,,0,0.4,0,0,18.416666666666668,-21.4453125,0.0
71,10,9,1680039.545788416,,,,,1,0.4,0,0,14.083333333333334,-5.34375,0.0
72,10,12,1680039.545788416,,,,,0,0.4,0,0,15.333333333333332,-22.640625000000004,0.0
73,10,9,1680044.64926275,,,,,1,0.4,0,0,14.083333333333334,-5.34375,0.0
74,10,12,1680044.64926275,,,,,0,0.4,0,0,15.416666666666664,-23.2734375,0.0
75,10,9,1680049.64703425,,,,,1,0.4,0,0,18.083333333333332,-2.109375,0.0
76,10,13,1680054.649995166,,,,,1,0.4,0,0,17.5,-1.3359375,0.0
77,10,14,1680064.72383025,,,,,1,0.4,0,0,17.25,-2.109375,0.0
78,10,16,1680079.960958,,,,,0,0.4,0,0,18.333333333333336,-16.453125,0.0
79,10,16,1680085.203728625,,,,,0,0.4,0,0,18.75,-16.5234375,0.0
80,10,16,1680090.234458875,,,,,0,0.4,0,0,18.25,-16.453125,0.0
81,10,16,1680095.404961916,,,,,1,0.4,0,0,15.416666666666664,-16.3125,0.0
82,10,16,1680100.478400583,,,,,1,0.4,0,0,16.083333333333332,-16.3828125,0.0
83,10,16,1680105.515019958,,,,,1,0.4,0,0,16.416666666666668,-16.5234375,0.0
84,10,17,1680110.550897708,,,,,1,0.4,0,0,16.833333333333332,-16.5234375,0.0
85,10,17,1680115.580402583,,,,,0,0.4,0,0,15.416666666666664,-23.765624999999996,0.0
86,10,20,1680120.654356875,,,,,1,0.4,0,0,-11.583333333333334,-18.9140625,0.0
87,10,20,1680125.65753625,,,,,1,0.7,1,1,-3.916666666666667,-9.3515625,0.0
88,10,24,1680130.767131958,,,,,1,0.7,1,1,-7.0,-4.078125,0.0
89,10,24,1680135.80299025,,,,,1,0.4,1,1,-5.416666666666667,-7.242187500000001,0.0
90,10,24,1680140.817746666,,,,,1,0.6,1,1,-5.166666666666667,-5.484375,0.0
91,10,30,1680145.84620175,,,,,0,0.6,0,0,1.5,-35.4375,0.0
92,10,30,1680151.011437375,,,,,0,0.4,0,0,2.416666666666667,-34.9453125,0.0
93,10,30,1680156.039623541,,,,,0,0.3,0,0,3.916666666666667,-34.6640625,0.0
94,10,32,1680161.236617583,,,,,1,0.7,0,0,-0.6666666666666667,-14.132812500000002,0.0
95,10,32,1680166.312996666,,,,,1,0.7,0,0,-5.916666666666666,-12.8671875,0.0
