id,session_id,timestamp,total_faces,eye_contact_score,alertness_score,smile_count,laugh_count,overall_engagement,individual_scores
100,11,2082439.85060175,2,50.0,40.0,10,10,38.337612284650405,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 2.7244094488188972, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.6015625, 0.0]}, ""10"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 52.254222222222225, ""emotional_engagement"": 0.0, ""blink_rate"": 20, ""fidgeting_score"": 0.01192817518446181, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-1.4166666666666665, 3.0937500000000004, 0.0]}}"
101,11,2082444.96347225,2,50.0,40.0,10,10,36.31339442745911,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 2.358353510895884, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.6015625, 0.0]}, ""10"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 38.75555555555556, ""emotional_engagement"": 0.0, ""blink_rate"": 20, ""fidgeting_score"": 0.0002853190104166682, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [0.08333333333333334, 3.5859374999999996, 0.0]}}"
102,11,2082450.0495005,1,0.0,40.0,0,0,24.000075360069697,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 2.0089086859688194, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}}"
103,11,2082455.168777916,1,0.0,40.0,0,0,24.000075360069697,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 1.71900826446281, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}}"
104,11,2082460.222423666,2,50.0,50.0,2,2,43.94995428898334,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 1.4615384615384617, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.6, ""attention_quality"": 43.66755555555556, ""emotional_engagement"": 90.0, ""blink_rate"": 0, ""fidgeting_score"": 0.004786648220486119, ""attention_span"": 0.0, ""is_smiling"": true, ""is_laughing"": true, ""head_pose"": [-4.583333333333334, 3.2343749999999996, 0.0]}}"
105,11,2082465.258097208,2,50.0,35.0,3,3,28.791412136409015,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 1.2608695652173916, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.3, ""attention_quality"": 37.614222222222224, ""emotional_engagement"": 0.0, ""blink_rate"": 0, ""fidgeting_score"": 0.015629699707031253, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-2.833333333333333, 2.671875, 0.0]}}"
106,11,2082470.346495958,2,50.0,55.00000000000001,3,3,43.52705544322596,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 1.0664395229982961, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.7, ""attention_quality"": 55.34755555555555, ""emotional_engagement"": 0.0, ""blink_rate"": 20.0, ""fidgeting_score"": 0.002763563368055554, ""attention_span"": 0.3, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-5.75, 3.2343749999999996, 0.0]}}"
107,11,2082475.431945666,2,50.0,40.0,4,4,36.45567897295687,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.8892455858747996, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 43.73422222222222, ""emotional_engagement"": 0.0, ""blink_rate"": 20, ""fidgeting_score"": 0.09029296875000001, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-3.25, 3.8671875, 0.0]}}"
108,11,2082480.531929416,3,66.66666666666666,50.0,13,13,47.66958565042902,"{""13"": {""eye_contact"": ""True"", ""alertness"": 0.7, ""attention_quality"": 57.168888888888894, ""emotional_engagement"": 90.0, ""blink_rate"": 20, ""fidgeting_score"": 0.08757246229383683, ""attention_span"": 0.3333333333333333, ""is_smiling"": true, ""is_laughing"": true, ""head_pose"": [-4.416666666666667, 3.2343749999999996, 0.0]}, ""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.74390243902439, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""18"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 20.0, ""emotional_engagement"": 0.0, ""blink_rate"": 8.0, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-1.75, -13.921875, 0.0]}}"
109,11,2082485.609131125,3,66.66666666666666,60.0,13,13,57.694100788251745,"{""13"": {""eye_contact"": ""True"", ""alertness"": 1.0, ""attention_quality"": 98.20800000000001, ""emotional_engagement"": 90.0, ""blink_rate"": 20, ""fidgeting_score"": 0.0023031955295138894, ""attention_span"": 1.0, ""is_smiling"": true, ""is_laughing"": true, ""head_pose"": [-2.0, 2.390625, 0.0]}, ""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.6162790697674416, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""18"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 8.0, ""fidgeting_score"": 0.0002644856770833271, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-1.5833333333333333, -13.921875, 0.0]}}"
110,11,2082490.634548,2,50.0,40.0,13,13,54.27252185493246,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.5034770514603615, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 98.41422222222222, ""emotional_engagement"": 90.0, ""blink_rate"": 20, ""fidgeting_score"": 0.0016533745659722207, ""attention_span"": 0.0, ""is_smiling"": true, ""is_laughing"": true, ""head_pose"": [-1.0833333333333333, 2.390625, 0.0]}}"
111,11,2082495.6961695,3,66.66666666666666,50.0,13,13,55.94870219490421,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.3999999999999999, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.7, ""attention_quality"": 97.848, ""emotional_engagement"": 90.0, ""blink_rate"": 20, ""fidgeting_score"": 0.004384684244791666, ""attention_span"": 2.0, ""is_smiling"": true, ""is_laughing"": true, ""head_pose"": [-1.5833333333333333, 1.6875, 0.0]}, ""20"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 8.0, ""fidgeting_score"": 0.0003169826931423591, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-1.5833333333333333, -14.0625, 0.0]}}"
112,11,2082500.76088425,2,50.0,55.00000000000001,13,13,61.828294698061946,"{""13"": {""eye_contact"": ""True"", ""alertness"": 0.7, ""attention_quality"": 99.768, ""emotional_engagement"": 90.0, ""blink_rate"": 20, ""fidgeting_score"": 0.02667939588758681, ""attention_span"": 3.0, ""is_smiling"": true, ""is_laughing"": true, ""head_pose"": [-0.25, 0.140625, 0.0]}, ""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.30179028132992336, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}}"
113,11,2082505.842826291,2,50.0,40.0,13,13,45.37400315050231,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.20318237454100352, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.4, ""attention_quality"": 99.55199999999999, ""emotional_engagement"": 0.0, ""blink_rate"": 20, ""fidgeting_score"": 0.0010437282986111099, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-5.833333333333333, -0.84375, 0.0]}}"
114,11,2082510.860092375,2,50.0,55.00000000000001,13,13,50.92478137858391,"{""0"": {""eye_contact"": ""False"", ""alertness"": 0.4, ""attention_quality"": 40.0, ""emotional_engagement"": 0.0, ""blink_rate"": 0.11515863689776706, ""fidgeting_score"": 0.0, ""attention_span"": 0.0, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-0.75, 38.53125, 0.0]}, ""13"": {""eye_contact"": ""True"", ""alertness"": 0.7, ""attention_quality"": 99.168, ""emotional_engagement"": 0.0, ""blink_rate"": 20, ""fidgeting_score"": 0.0001458333333333323, ""attention_span"": 1.4333333333333333, ""is_smiling"": false, ""is_laughing"": false, ""head_pose"": [-5.333333333333334, -0.5625, 0.0]}}"
